18:56:41.061 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
19:13:29.348 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:31.355 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:31.355 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:31.355 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:31.355 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:31.356 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:33.381 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:33.381 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:33.381 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:33.381 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:33.382 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:35.386 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:35.386 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:35.386 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:35.386 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:35.387 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:37.391 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:37.391 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:37.391 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:37.391 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:37.392 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:38.211 |V| FileSystemTrackerImpl         | :99                | Ignore FileRemoved for 'C:\Users\Luke\Downloads\Jam3\jam3\Library\InspectorExpandedItems.asset' because file or folder exists
19:13:38.212 |V| FileSystemTrackerImpl         | :97                | Ignore FileRemoved for 'C:\Users\Luke\Downloads\Jam3\jam3\Library\SceneVisibilityState.asset' because file or folder exists
19:13:39.405 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:39.405 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:39.406 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:39.406 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:39.406 |V| ExternalChangeProcessor       | :1                 | OnActivityInterrupted
19:13:39.406 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:39.406 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:39.406 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:39.408 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:41.410 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:41.410 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:41.410 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:41.410 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:41.412 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:43.420 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:43.420 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:43.420 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:43.420 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:43.421 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:45.437 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:45.437 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:45.437 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:45.437 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:45.438 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:47.445 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:47.445 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:47.445 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:47.445 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:47.447 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:49.450 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:49.450 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:49.450 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:49.450 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:49.451 |V| ExternalChangeProcessor       | :1                 | OnActivityInterrupted
19:13:49.451 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:49.451 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:49.451 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:49.452 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:51.459 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:51.460 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:51.460 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:51.460 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:51.461 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:53.470 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:53.473 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:53.473 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:53.473 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:53.474 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:55.480 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:55.480 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:55.480 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:55.481 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:55.482 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:57.483 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:57.483 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:57.483 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:57.483 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:57.485 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:13:59.509 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:13:59.509 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:13:59.509 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:13:59.509 |V| ExternalChangeProcessor       | :1                 | Activity start
19:13:59.510 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:14:01.512 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:14:01.512 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:01.512 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:01.512 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:01.514 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:14:03.520 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:14:03.520 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:03.520 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:03.520 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:03.522 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:14:05.531 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:14:05.531 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:05.531 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:05.531 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:05.532 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 4 PSI source file changes
19:14:05.533 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
19:14:05.535 |V| SolutionAnalysisConfiguration | :1                 | Completed = False
19:14:05.535 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:05.535 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:05.535 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 4
19:14:05.535 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Removed SourceFile Assets\jam3(0.2).unity of type UnityExternalPsiSourceFile ShouldBuildCaches False
19:14:05.535 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Assets\Scenes\jam3(0.2).unity of type UnityExternalPsiSourceFile ShouldBuildCaches True
19:14:05.535 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Assets\Scenes\jam3(0.2).unity.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
19:14:05.535 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Removed SourceFile Assets\jam3(0.2).unity.meta of type UnityExternalPsiSourceFile ShouldBuildCaches False
19:14:05.536 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:05.536 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:05.536 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:05.536 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:05.537 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=4ms
19:14:05.537 |V| ExternalChangeProcessor       | :1                 | OnActivityInterrupted
19:14:05.537 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:05.537 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:05.537 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:05.557 |V| ExternalChangeProcessor       | :1                 | OnActivityInterrupted
19:14:05.557 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:05.557 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:05.557 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:05.557 |V| CacheJobService2              | CacheJobService:44 | <Measured> "Job.RemoveProjectFiles" #files=2 time=20ms
19:14:05.559 |V| DeferredCacheController       | :1                 | Start processing files in deferred caches
19:14:05.559 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:05.559 |V| AsyncCommitServiceImpl        | CacheJobService:44 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:05.559 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:05.559 |V| AsyncCommitServiceImpl        | CacheJobService:44 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:05.559 |V| ExternalChangeProcessor       | :1                 | OnActivityInterrupted
19:14:05.559 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:05.559 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:05.559 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:05.560 |V| ExternalChangeProcessor       | :1                 | OnActivityInterrupted
19:14:05.561 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:05.561 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:05.561 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:05.561 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:05.562 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:05.562 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:05.562 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:05.562 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:05.562 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:05.563 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:05.563 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:05.563 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:05.563 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:05.563 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:05.563 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:05.564 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:14:05.591 |V| AsyncCommitServiceImpl        | JetPool(S) #4:16   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache, no delay
19:14:05.667 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
19:14:05.668 |V| AsyncCommitServiceImpl        | :1                 | Commit for (2pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache]
19:14:05.668 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
19:14:05.668 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:06.070 |V| DeferredCacheController       | JetPool(S) #2:14   | Build started FromFile:C:\Users\Luke\Downloads\Jam3\jam3\Assets\Scenes\jam3(0.2).unity, module=UnityExternalFilesPsiModule
19:14:06.130 |V| DeferredCacheController       | JetPool(S) #2:14   | Build finished FromFile:C:\Users\Luke\Downloads\Jam3\jam3\Assets\Scenes\jam3(0.2).unity, module=UnityExternalFilesPsiModule
19:14:06.137 |V| DeferredCacheController       | :1                 | <Measured> "DeferredCachesFlushData"  time=6ms
19:14:06.137 |V| DeferredCacheController       | :1                 | Finish processing files in deferred caches
19:14:06.137 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:06.137 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:06.137 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:06.137 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:06.137 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:06.137 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:06.241 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
19:14:06.241 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl]
19:14:06.241 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
19:14:06.241 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:06.241 |V| SolutionAnalysisIndicatorDefault| DaemonThread:45    | SWEA: Start analyzing changes
19:14:06.241 |V| SolutionAnalysisManager       | DaemonThread:45    | <GetFilesToAnalyze>
19:14:06.241 |V| SolutionAnalysisManager       | DaemonThread:45    | FlushProjectModelChanges: New=2, Modified=0, Removed=2
19:14:06.241 |V| FileImages                    | DaemonThread:45    | <FileImages.ProcessDirtyFiles> count=2
19:14:06.242 |V| FileImages                    | DaemonThread:45    | <FileImages.ProcessDirtyModules> count=0
19:14:06.242 |V| FileImages                    | DaemonThread:45    | <FileImages.ProcessFileImages> 2
19:14:06.243 |V| FileImages                    | DaemonThread:45    | <FileImages.ProcessModules> 0
19:14:06.243 |V| FileImages                    | DaemonThread:45    | <FileImages.ClearTouched>
19:14:06.244 |V| SolutionAnalysisManager       | DaemonThread:45    | <GetFilesToAnalyze> TotalFilesToReanalyze=2
19:14:06.244 |V| SolutionAnalysisManager       | DaemonThread:45    | <GetFilesToAnalyze> QuickFiles=2 SlowFiles=0
19:14:06.244 |V| SolutionAnalysisServiceImpl   | DaemonThread:45    | Starting invisible analysis of file jam3(0.2).unity
19:14:06.244 |V| SolutionAnalysisServiceImpl   | DaemonThread:45    | --Skipped-- analysis of file: FromFile:C:\Users\Luke\Downloads\Jam3\jam3\Assets\Scenes\jam3(0.2).unity, module=UnityExternalFilesPsiModule
19:14:06.244 |V| SolutionAnalysisServiceImpl   | DaemonThread:45    | Starting invisible analysis of file jam3(0.2).unity.meta
19:14:06.244 |V| SolutionAnalysisServiceImpl   | DaemonThread:45    | --Skipped-- analysis of file: FromFile:C:\Users\Luke\Downloads\Jam3\jam3\Assets\Scenes\jam3(0.2).unity.meta, module=UnityExternalFilesPsiModule
19:14:06.244 |V| SolutionAnalysisConfiguration | DaemonThread:45    | Completed = True
19:14:06.244 |V| SolutionAnalysisManager       | DaemonThread:45    | <Measured> "SWEA.FullCycle"  time=3ms
19:14:06.246 |V| SolutionAnalysisIndicatorDefault| DaemonThread:45    | SWEA: Analyzing files completed
19:14:07.537 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:14:07.537 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:07.537 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:07.538 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:07.538 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:14:09.553 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:14:09.554 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:09.554 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:09.554 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:09.555 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:14:10.474 |V| FileSystemTrackerImpl         | :95                | Ignore FileRemoved for 'C:\Users\Luke\Downloads\Jam3\jam3\Library\SpriteAtlasDatabase.asset' because file or folder exists
19:14:11.560 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:17 | No solution or project changes detected
19:14:11.560 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:11.560 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:17 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:11.560 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:11.560 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 2 PSI source file changes
19:14:11.560 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
19:14:11.562 |V| SolutionAnalysisConfiguration | :1                 | Completed = False
19:14:11.562 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:11.562 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:11.562 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 2
19:14:11.562 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Removed SourceFile Assets\Scenes\SampleScene.unity of type UnityExternalPsiSourceFile ShouldBuildCaches False
19:14:11.562 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Removed SourceFile Assets\Scenes\SampleScene.unity.meta of type UnityExternalPsiSourceFile ShouldBuildCaches False
19:14:11.562 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:11.562 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:11.562 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:11.562 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:11.562 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
19:14:11.563 |V| ExternalChangeProcessor       | :1                 | OnActivityInterrupted
19:14:11.563 |V| CacheJobService2              | CacheJobService:44 | <Measured> "Job.RemoveProjectFiles" #files=2 time=0ms
19:14:11.563 |V| AsyncCommitServiceImpl        | CacheJobService:44 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:11.563 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:11.563 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:11.563 |V| AsyncCommitServiceImpl        | CacheJobService:44 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:11.563 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:11.564 |V| ExternalChangeProcessor       | :1                 | OnActivityInterrupted
19:14:11.564 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:11.564 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:11.565 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:11.565 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:11.565 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:11.565 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:11.565 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:11.565 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:11.565 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:11.565 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:11.566 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
19:14:11.566 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
19:14:11.566 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
19:14:11.566 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
19:14:11.566 |V| ExternalChangeProcessor       | :1                 | Activity start
19:14:11.567 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
19:14:11.623 |V| AsyncCommitServiceImpl        | JetPool(S) #4:16   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache, no delay
19:14:11.669 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
19:14:11.669 |V| AsyncCommitServiceImpl        | :1                 | Commit for (2pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache]
19:14:11.669 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
19:14:11.669 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
